OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302044,7/23/2013,9:05:00,EST,USGS-02350524,NWIS-107296613,,Not Detected,,Fipronil Desulfinyl,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66607,,,,,,,,,,,,,,,,,,,,,,,,,,,GM038,USGS,"Current-use pesticides, wf,GC/MS",,,USGS DS 707,"USGS-Organic Chemistry Research Lab, Sacramento, CA",,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302044,7/23/2013,9:05:00,EST,USGS-02350524,NWIS-107296614,,Not Detected,,Fipronil Sulfide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66610,,,,,,,,,,,,,,,,,,,,,,,,,,,GM038,USGS,"Current-use pesticides, wf,GC/MS",,,USGS DS 707,"USGS-Organic Chemistry Research Lab, Sacramento, CA",,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302044,7/23/2013,9:05:00,EST,USGS-02350524,NWIS-107296626,,Not Detected,,Tetraconazole,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66654,,,,,,,,,,,,,,,,,,,,,,,,,,,GM038,USGS,"Current-use pesticides, wf,GC/MS",,,USGS DS 707,"USGS-Organic Chemistry Research Lab, Sacramento, CA",,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302044,7/23/2013,9:05:00,EST,USGS-02350524,NWIS-107296647,,Not Detected,,Pronamide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67706,,,,,,,,,,,,,,,,,,,,,,,,,,,GM038,USGS,"Current-use pesticides, wf,GC/MS",,,USGS DS 707,"USGS-Organic Chemistry Research Lab, Sacramento, CA",,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302044,7/23/2013,9:05:00,EST,USGS-02350524,NWIS-107296668,,Not Detected,,Thiacloprid,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68485,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM66,USGS,"Current pesticides, wf, LC/MS/MS",,,USGS SIR 2012-5206,"USGS-Organic Chemistry Research Lab, Sacramento, CA",,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798185,,Not Detected,,Tetrachloroethylene,Recoverable,,,,Accepted,,Actual,,,,,,,,,,,34475,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",10/18/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798187,,Not Detected,,"1,1-Dichloroethene",Recoverable,,,,Accepted,,Actual,,,,,,,,,,,34501,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",10/18/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798192,,Not Detected,,"trans-1,2-Dichloroethylene",Recoverable,,,,Accepted,,Actual,,,,,,,,,,,34546,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",10/18/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798200,,Not Detected,,Trichloroethylene,Recoverable,,,,Accepted,,Actual,,,,,,,,,,,39180,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",10/18/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798202,,Not Detected,,HCFC-22,Recoverable,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28 The holding time for the processing of this sample has been exceeded,45028,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",10/18/2013,,,,,,,holding time exceededsee result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798203,,Not Detected,,HFC-152a,Recoverable,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28 The holding time for the processing of this sample has been exceeded,49538,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",10/18/2013,,,,,,,holding time exceededsee result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798210,,Not Detected,,CFC-114,Total,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28 The holding time for the processing of this sample has been exceeded,50985,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",10/18/2013,,,,,,,holding time exceededsee result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798252,,Not Detected,,Fipronil Desulfinyl,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66607,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",10/24/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798253,,Not Detected,,Fipronil Sulfide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66610,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",10/24/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798262,,Not Detected,,Tetraconazole,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66654,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",10/25/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798269,,Not Detected,,Pronamide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67706,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",10/25/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798271,,Not Detected,,Azinphos-methyl oxygen analog,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68211,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",10/25/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798283,,Not Detected,,"Benzamide, 2-amino-N-(1-methylethyl)-",Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68503,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",10/25/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798286,,Not Detected,,4-(Hydroxymethyl) pendimethalin,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68511,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",10/24/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798308,,Not Detected,,"2-Chloro-4,6-diamino-s-triazine",Dissolved,,,,Accepted,,Actual,,,,,,,,,,Instrument sensitivity has changed requiring the non-detect value be raised to lowest detected instrument detection level standard,68547,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",10/25/2013,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798346,,Not Detected,,O-Ethyl O-methyl S-propyl phosphorothioate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68597,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",10/25/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798385,,Not Detected,,Metochlor ESA,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68651,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",10/24/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798444,,Not Detected,,2-Propen-1-ol,Total,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28,68729,,,,,,,,,,,,,,,,,,,,,,,,,,,GM016,USGS,"VOCs, wu, HP&T GC/MS SIM (NWQL)",,,,"USGS-National Water Quality Lab, Denver, CO",9/29/2013,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302189,9/25/2013,10:00:00,EDT,USGS-314733085071401,NWIS-96798478,,Not Detected,,Bromochloromethane,Recoverable,,,,Accepted,,Actual,,,,,,,,,,,77297,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",10/18/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302468,4/16/2013,9:31:00,EDT,USGS-02335870,NWIS-97467508,,Not Detected,,Thiacloprid,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68485,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM66,USGS,"Current pesticides, wf, LC/MS/MS",,,USGS SIR 2012-5206,"USGS-Organic Chemistry Research Lab, Sacramento, CA",,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01301212,5/8/2013,15:00:00,EDT,USGS-02226160,NWIS-94498936,,Not Detected,,Fipronil Desulfinyl,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66607,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/17/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01301212,5/8/2013,15:00:00,EDT,USGS-02226160,NWIS-94498937,,Not Detected,,Fipronil Sulfide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66610,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/17/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01301212,5/8/2013,15:00:00,EDT,USGS-02226160,NWIS-94498945,,Not Detected,,Tetraconazole,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66654,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/17/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01301212,5/8/2013,15:00:00,EDT,USGS-02226160,NWIS-94498952,,Not Detected,,Pronamide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67706,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/17/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01301212,5/8/2013,15:00:00,EDT,USGS-02226160,NWIS-94498953,,Not Detected,,Azinphos-methyl oxygen analog,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68211,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/17/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01301212,5/8/2013,15:00:00,EDT,USGS-02226160,NWIS-94498965,,Not Detected,,"Benzamide, 2-amino-N-(1-methylethyl)-",Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68503,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/17/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01301212,5/8/2013,15:00:00,EDT,USGS-02226160,NWIS-94498968,,Not Detected,,4-(Hydroxymethyl) pendimethalin,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68511,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/17/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01301212,5/8/2013,15:00:00,EDT,USGS-02226160,NWIS-94498990,,Not Detected,,"2-Chloro-4,6-diamino-s-triazine",Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68547,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/17/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01301212,5/8/2013,15:00:00,EDT,USGS-02226160,NWIS-94499027,,Not Detected,,O-Ethyl O-methyl S-propyl phosphorothioate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68597,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/17/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01301212,5/8/2013,15:00:00,EDT,USGS-02226160,NWIS-94499066,,,,Metochlor ESA,Dissolved,21.9,ng/l,,Accepted,,Actual,,,,,,,,,,,68651,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/17/2013,,,,,,,below the detection level,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01301212,5/8/2013,15:00:00,EDT,USGS-02226160,NWIS-94499147,,,,Diazinon-D10,Dissolved,102,%,,Accepted,,Actual,,,,,,,,,,,90523,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/17/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302223,9/16/2013,14:30:00,EDT,USGS-323842083393201,NWIS-96882985,,,,Tetrachloroethylene,Recoverable,0.024,ug/l,,Accepted,,Actual,,,,,,,,,,,34475,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",9/19/2013,,,,,,,value extrapolated at low endbelow the reporting level but at or above the detection level,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302223,9/16/2013,14:30:00,EDT,USGS-323842083393201,NWIS-96882987,,Not Detected,,"1,1-Dichloroethene",Recoverable,,,,Accepted,,Actual,,,,,,,,,,,34501,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",9/19/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302223,9/16/2013,14:30:00,EDT,USGS-323842083393201,NWIS-96882992,,Not Detected,,"trans-1,2-Dichloroethylene",Recoverable,,,,Accepted,,Actual,,,,,,,,,,,34546,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",9/19/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302223,9/16/2013,14:30:00,EDT,USGS-323842083393201,NWIS-96883000,,Not Detected,,Trichloroethylene,Recoverable,,,,Accepted,,Actual,,,,,,,,,,,39180,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",9/19/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302223,9/16/2013,14:30:00,EDT,USGS-323842083393201,NWIS-96883002,,Not Detected,,HCFC-22,Recoverable,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28,45028,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",9/19/2013,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302223,9/16/2013,14:30:00,EDT,USGS-323842083393201,NWIS-96883003,,Not Detected,,HFC-152a,Recoverable,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28,49538,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",9/19/2013,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302223,9/16/2013,14:30:00,EDT,USGS-323842083393201,NWIS-96883010,,Not Detected,,CFC-114,Total,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28,50985,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",9/19/2013,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302223,9/16/2013,14:30:00,EDT,USGS-323842083393201,NWIS-96883059,,Not Detected,,Fipronil Desulfinyl,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66607,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",9/27/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302223,9/16/2013,14:30:00,EDT,USGS-323842083393201,NWIS-96883060,,Not Detected,,Fipronil Sulfide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66610,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",9/27/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302223,9/16/2013,14:30:00,EDT,USGS-323842083393201,NWIS-96883069,,Not Detected,,Tetraconazole,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66654,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",9/28/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302223,9/16/2013,14:30:00,EDT,USGS-323842083393201,NWIS-96883076,,Not Detected,,Pronamide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67706,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",9/28/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302223,9/16/2013,14:30:00,EDT,USGS-323842083393201,NWIS-96883078,,Not Detected,,Azinphos-methyl oxygen analog,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68211,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",9/28/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302223,9/16/2013,14:30:00,EDT,USGS-323842083393201,NWIS-96883090,,Not Detected,,"Benzamide, 2-amino-N-(1-methylethyl)-",Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68503,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",9/28/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302223,9/16/2013,14:30:00,EDT,USGS-323842083393201,NWIS-96883093,,Not Detected,,4-(Hydroxymethyl) pendimethalin,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68511,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",9/27/2013,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302223,9/16/2013,14:30:00,EDT,USGS-323842083393201,NWIS-96883115,,Not Detected,,"2-Chloro-4,6-diamino-s-triazine",Dissolved,,,,Accepted,,Actual,,,,,,,,,,Instrument sensitivity has changed requiring the non-detect value be raised to lowest detected instrument detection level standard,68547,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",9/28/2013,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01302223,9/16/2013,14:30:00,EDT,USGS-323842083393201,NWIS-96883153,,Not Detected,,O-Ethyl O-methyl S-propyl phosphorothioate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68597,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",9/28/2013,,,,,,,,,,,,,,NWIS
