PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Number of Violations,Number of Site Visits
GA2590001,CITY OF OMAHA,Community water system,Ground water,Stewart,LUMPKIN,234,4,24,3
GA1370002,CLARKESVILLE,Community water system,Surface water,Habersham,CLARKESVILLE,"5,785",4,11,46
GA1090001,CLAXTON,Community water system,Ground water,Evans,CLAXTON,"3,840",15,53,6
GA1750129,CLAXTON CROSSING APARTMENT,Community water system,Ground water,Laurens,,35,4,16,4
GA1090007,CLAXTON-EVANS COUNTY IND. PARK,Community water system,Ground water,Evans,CLAXTON,88,6,60,6
GA0610029,CLAY COUNTY WATER SYSTEM,Community water system,Ground water,Clay,,978,5,6,5
GA2410000,CLAYTON,Community water system,Surface water purchased,Rabun,CLAYTON,"7,225",5,8,18
GA0630000,CLAYTON COUNTY WATER AUTHORITY,Community water system,Surface water,Clayton,,"270,000",19,3,25
GA3110000,CLEVELAND WATERWORKS,Community water system,Surface water purchased,White,CLEVELAND,"4,906",11,5,9
GA0870003,CLIMAX,Community water system,Ground water,Decatur,CLIMAX,377,5,16,5
GA0310052,COACH HOUSE ESTATES MHP,Community water system,Ground water,Bulloch,,200,10,12,5
GA1030092,COACHWOOD ESTATES,Community water system,Ground water,Effingham,,83,4,118,4
GA0670002,COBB CO.-MARIETTA WATER AUTH.,Community water system,Surface water,Cobb,,0,12,3,26
GA0670003,COBB COUNTY,Community water system,Surface water purchased,Cobb,,"695,000",3,3,5
GA2790042,COBB CREEK SUBDIVISION,Community water system,Ground water,Toombs,,55,4,3,4
GA2670000,COBBTOWN WATER SYSTEM,Community water system,Ground water,Tattnall,COBBTOWN,596,6,21,5
GA0230000,COCHRAN,Community water system,Ground water,Bleckley,COCHRAN,"6,297",11,10,8
GA0310213,CODY LANE MOBILE HOME PARK,Community water system,Ground water,Bulloch,BROOKLET,54,4,4,5
GA0690079,COFFEE COUNTY - OAK PARK SUBDIVISION,Community water system,Ground water,Coffee,,"1,451",9,17,7
GA1850012,COFFMAN,Community water system,Ground water,Lowndes,VALDOSTA,95,4,4,6
GA1950001,COLBERT WATER SYSTEM,Community water system,Ground water,Madison,,"1,331",24,31,6
GA0430025,COLEMAN ESTATES MOBILE HOME PARK,Community water system,Ground water,Candler,,73,6,17,6
GA0310301,COLEY BOYD ROAD WATER SYSTEM,Community water system,Ground water,Bulloch,STATESBORO,25,4,3,3
GA1210002,COLLEGE PARK,Community water system,Surface water purchased,Fulton,COLLEGE PARK,"20,382",9,5,10
GA2670001,COLLINS WATER SYSTEM,Community water system,Ground water,Tattnall,,780,8,41,7
GA1770024,COLONIAL ACRES S/D,Community water system,Ground water,Lee,,49,4,5,3
GA1170008,COLONIAL CLUB ESTATES,Community water system,Surface water purchased,Forsyth,CUMMING,400,9,13,5
GA0310053,COLONIAL HEIGHTS SUBDIVISION,Community water system,Ground water,Bulloch,STATESBORO,117,9,16,6
GA2010000,COLQUITT,Community water system,Ground water,Miller,COLQUITT,"1,836",12,36,5
GA0730000,COLUMBIA COUNTY,Community water system,Surface water,Columbia,MARTINEZ,"124,763",9,5,12
GA2150000,COLUMBUS,Community water system,Surface water,Muscogee,,"229,000",6,4,25
GA1950002,COMER,Community water system,Ground water,Madison,COMER,"1,287",8,11,5
GA1570001,COMMERCE,Community water system,Surface water,Jackson,COMMERCE,"7,387",5,15,21
GA0510091,COMMODORE POINT,Community water system,Ground water,Chatham,SAVANNAH,302,4,52,5
GA0810021,COMMUNITY WATER SYSTEM,Community water system,Ground water,Crisp,CORDELE,146,6,18,5
GA2310000,CONCORD,Community water system,Ground water,Pike,CONCORD,751,6,6,7
GA1030095,CONIFER CROSSING/PINE HILL,Community water system,Ground water,Effingham,,759,11,21,6
GA0450032,COOKS MOBILE HOME PARK,Community water system,Ground water,Carroll,CARROLLTON,122,5,10,5
GA2750001,COOLIDGE,Community water system,Ground water,Thomas,COOLIDGE,718,8,7,6
GA1110064,COOPERS CREEK ESTATES,Community water system,Ground water,Fannin,,83,6,15,6
GA1910101,COOPER`S POINT / SUTHERLAND BLUFF,Community water system,Ground water,McIntosh,,299,9,4,4
GA2910006,COOSA WATER AUTHORITY,Community water system,Ground water,Union,BLAIRSVILLE,"4,407",10,11,5
GA1850081,COPELAND HEIGHTS SUBDIVISION,Community water system,Ground water,Lowndes,VALDOSTA,273,7,18,5
GA1030163,COPPERFIELD ESTATES,Community water system,Ground water,Effingham,SPRINGFIELD,60,4,0,1
GA0810001,CORDELE,Community water system,Ground water,Crisp,CORDELE,"11,196",18,3,4
GA0630008,CORINTH WOODS SUBDIVISION,Community water system,Ground water,Clayton,,75,6,41,4
GA1370003,CORNELIA,Community water system,Surface water,Habersham,CORNELIA,"6,130",11,7,70
GA0690066,COTTON HILL ESTATES MOBILE HOME PARK,Community water system,Ground water,Coffee,DOUGLAS,52,6,7,6
GA0510021,COTTONVALE ESTATES,Community water system,Ground water,Chatham,SAVANNAH,255,4,13,6
GA1850324,COTTONWOOD SUBDIVISION,Community water system,Ground water,Lowndes,,294,4,4,4
GA0710033,COUNTRY CIRCLE SUBDIVISION,Community water system,Ground water,Colquitt,,73,4,187,5
GA0310036,COUNTRY CLUB HILLS/PINE FOREST,Community water system,Ground water,Bulloch,,250,4,16,5
GA0590003,COUNTRY CORNERS MOBILE HOME COMMUNITY,Community water system,Surface water purchased,Clarke,,390,9,9,6
GA1850060,COUNTRY ESTATES EAST & WEST,Community water system,Ground water,Lowndes,VALDOSTA,346,6,17,6
GA0310038,COUNTRY LAKES ESTATES MHP,Community water system,Ground water,Bulloch,STATESBORO,229,7,10,5
GA1790094,COUNTRY LANE MOBILE HOME PARK,Community water system,Ground water,Liberty,,172,4,8,4
GA0690060,COUNTRY LIVING MHP,Community water system,Ground water,Coffee,,49,6,16,6
GA1830025,COUNTRY MEADOWS MOBILE HOME PARK,Community water system,Ground water,Long,,58,3,9,5
GA0690035,COUNTRY MEADOWS S/D,Community water system,Ground water,Coffee,,226,6,6,4
GA2930016,COUNTRY VILLAGE SUBDIVISION,Community water system,Ground water,Upson,THOMASTON,468,12,10,7
GA0310195,COUNTRY WALK SUBDIVISION,Community water system,Ground water,Bulloch,STATESBORO,328,6,6,5
GA0310274,COUNTRYSIDE-CYPRESS CROSSING-HAZELWOOD,Community water system,Ground water,Bulloch,,694,10,5,5
GA1850015,COUNTRYVIEW MOBILE HOME PARK,Community water system,Ground water,Lowndes,,172,4,247,9
GA2410097,COVECREST SUBDIVISION,Community water system,Ground water,Rabun,TIGER,100,9,7,4
GA1030106,COVENTRY PLANTATION,Community water system,Ground water,Effingham,,122,6,5,5
GA2170001,COVINGTON,Community water system,Surface water purchased,Newton,COVINGTON,"17,272",9,3,8
GA2170019,"COVINGTON ESTATES, LLC",Community water system,Ground water,Newton,,187,6,39,6
GA0770042,COWETA WATER & SEWER AUTH.,Community water system,Surface water,Coweta,NEWNAN,"68,803",11,12,27
GA0310282,COYOTE CROSSING,Community water system,Ground water,Bulloch,,72,4,3,7
GA0290071,CRANSTON BLUFF-WATERFORD LANDING,Community water system,Ground water,Bryan,,975,6,172,5
GA2210000,CRAWFORD,Community water system,Surface water,Oglethorpe,CRAWFORD,"1,170",12,17,23
GA0790012,CRAWFORD CO.-MUSELLA WATER SYSTEM,Community water system,Ground water,Crawford,,117,5,42,5
GA0790008,CRAWFORD COUNTY ESTATES,Community water system,Ground water,Crawford,,162,5,12,6
GA0790017,CRAWFORD COUNTY WATER SYSTEM,Community water system,Ground water,Crawford,,"1,992",7,4,8
GA1870094,CRAWFORD FALLS SUBDIVIVISION,Community water system,Ground water,Lumpkin,,351,4,0,3
GA1830049,CRAWFORD WATER SYSTEM,Community water system,Ground water,Long,,671,5,1,4
GA2650000,CRAWFORDVILLE WATER SYSTEM,Community water system,Ground water,Taliaferro,CRAWFORDVILLE,624,10,19,6
GA0430029,CREEKSIDE MANOR,Community water system,Ground water,Candler,,62,3,1,4
GA1270174,CREEKSIDE OAKS SUBDIVISION,Community water system,Ground water,Glynn,BRUNSWICK,99,5,0,4
GA0950065,CREEKSIDE RV PARK,Community water system,Ground water,Dougherty,ALBANY,232,4,8,6
GA1030090,CREEKWOOD FARMS SUBDIVISION,Community water system,Ground water,Effingham,,71,4,32,4
GA0590071,CRESTMONT FARMS SUBDIVISION,Community water system,Surface water purchased,Clarke,ATHENS,164,8,35,4
GA0710028,CRESTWOOD CROSSING SUBDIVISION,Community water system,Ground water,Colquitt,,31,4,0,4
GA1230077,CROCKETT MOUNTAIN SUBDIVISION,Community water system,Ground water,Gilmer,,33,5,4,1
GA1570011,CROOKED CREEK S/D,Community water system,Ground water,Jackson,,60,4,42,5
GA1850298,CROSS CREEK SUBDIVISION,Community water system,Ground water,Lowndes,,211,5,4,5
GA0690084,CROSSWINDS SUBDIVISION,Community water system,Ground water,Coffee,,52,3,7,4
GA1850030,CROW`S MOBILE HOME PARK,Community water system,Ground water,Lowndes,,140,8,7,4
GA2070000,CULLODEN,Community water system,Ground water,Monroe,CULLODEN,273,8,37,6
GA2550002,CUMBERLAND SPRINGS,Community water system,Ground water,Spalding,GRIFFIN,122,4,26,4
GA1170000,CUMMING,Community water system,Surface water,Forsyth,CUMMING,"58,661",5,2,23
GA2430000,CUTHBERT,Community water system,Ground water,Randolph,,"3,770",10,19,7
GA1830053,CYPRESS CREEK,Community water system,Ground water,Long,,86,5,3,4
GA0310055,CYPRESS LAKE MOBILE HOME PARK,Community water system,Ground water,Bulloch,STATESBORO,94,6,8,4
GA1030104,CYPRESS LAKES SUBDIVISION,Community water system,Ground water,Effingham,,44,4,11,6
GA0830000,DADE COUNTY WATER AUTHORITY,Community water system,Surface water,Dade,TRENTON,"16,285",7,12,21
GA1870000,DAHLONEGA,Community water system,Surface water,Lumpkin,DAHLONEGA,"7,500",13,27,40
GA1090002,DAISY,Community water system,Ground water,Evans,DAISY,325,6,2,6
GA2230000,DALLAS,Community water system,Surface water purchased,Paulding,,"13,232",8,11,6
GA3130000,DALTON UTILITIES,Community water system,Surface water,Whitfield,,"99,315",14,6,25
GA0990001,DAMASCUS,Community water system,Ground water,Early,DAMASCUS,231,8,27,8
GA0290020,DANIEL PINES,Community water system,Ground water,Bryan,,148,4,16,4
GA1950003,DANIELSVILLE,Community water system,Ground water,Madison,DANIELSVILLE,"1,022",12,26,6
GA2890000,DANVILLE,Community water system,Ground water,Twiggs,DANVILLE,369,5,11,7
GA1910000,DARIEN WATER SYSTEM,Community water system,Ground water,McIntosh,DARIEN,"3,242",8,30,4
GA1830048,DAVENPORT RIDGE SUBDIVISION,Community water system,Ground water,Long,,26,4,2,4
GA3030000,DAVISBORO,Community water system,Ground water,Washington,DAVISBORO,"2,045",8,13,5
GA2730001,DAWSON,Community water system,Ground water,Terrell,DAWSON,"4,836",8,22,5
GA1770029,DAWSON ROAD APARTMENTS,Community water system,Ground water,Lee,,31,4,14,7
GA0850000,DAWSONVILLE,Community water system,Surface water purchased,Dawson,DAWSONVILLE,"2,424",22,11,6
GA0310197,DEALS MOBILE HOME PARK,Community water system,Ground water,Bulloch,STATESBORO,23,4,6,8
GA0510275,DEAN FOREST RD.TP-NORTH,Community water system,Ground water,Chatham,,39,4,12,4
GA0510235,DEAN FOREST ROAD TRAILER PARK,Community water system,Ground water,Chatham,,65,4,13,5
GA0870004,DECATUR COUNTY INDUSTRIAL PARK,Community water system,Ground water,Decatur,BAINBRIDGE,610,7,4,4
GA3030001,DEEPSTEP,Community water system,Ground water,Washington,SANDERSVILLE,130,5,0,4
GA0270007,DEER CREEK MOBILE HOME PARK,Community water system,Ground water,Brooks,,195,6,26,4
GA0710082,DEER RUN ESTATES MHP,Community water system,Ground water,Colquitt,,83,6,9,5
GA2370090,DEER RUN MOBILE HOME PARK # 1,Community water system,Ground water,Putnam,,78,8,4,3
GA2370091,DEER RUN MOBILE HOME PARK II,Community water system,Ground water,Putnam,,175,8,59,5
GA1370068,DEER TRAIL LAKES/HIGH MEADOWS SUBDIVISIO,Community water system,Ground water,Habersham,CLARKESVILLE,111,4,0,3
GA1790093,DEERFIELD MOBILE HOME PARK,Community water system,Ground water,Liberty,,78,4,20,4
GA1270031,DEERFIELD PARK,Community water system,Ground water,Glynn,BRUNSWICK,494,6,12,7
GA0310171,DEERFIELD SUBDIVISION,Community water system,Ground water,Bulloch,STATESBORO,135,8,12,5
GA2190018,DEERWOOD ESTATES SUBDIVISION,Community water system,Ground water,Oconee,WATKINSVILLE,91,6,12,6
GA3050003,DEERWOOD MANOR DRINKING WATER SYSTEM,Community water system,Ground water,Wayne,JESUP,84,4,29,6
GA1030101,DEERWOOD S/D-GREEN PEACE RV PK,Community water system,Ground water,Effingham,,133,4,30,6
GA0250004,DEERWOOD SUBDIVISION,Community water system,Ground water,Brantley,,99,6,3,5
GA1850049,DEERWOOD TRAILER ESTATES HOA,Community water system,Ground water,Lowndes,VALDOSTA,81,6,13,5
GA1170013,"DEERWOOD WATER SYSTEMS, INC.",Community water system,Surface water purchased,Forsyth,,375,3,10,6
GA0890001,DEKALB COUNTY,Community water system,Surface water,DeKalb,,"743,000",6,3,21
GA1910079,DELTA PLANTATION,Community water system,Ground water,McIntosh,,65,5,10,5
GA0290090,DEMERIES LAKE SUBDIVISION,Community water system,Ground water,Bryan,,52,5,3,4
GA1370004,DEMOREST,Community water system,Surface water purchased,Habersham,DEMOREST,"18,049",11,28,7
GA1790037,DENMARK TRAILER PARK,Community water system,Ground water,Liberty,HINESVILLE,83,4,15,5
GA1610000,DENTON,Community water system,Ground water,Jeff Davis,DENTON,253,6,54,6
GA0510092,DERENNE PLAZA CONDOMINIUMS,Community water system,Ground water,Chatham,,175,5,8,5
GA0510123,DERRICK SUBDIVISION,Community water system,Ground water,Chatham,,125,4,8,5
GA2610002,DESOTO,Community water system,Ground water,Sumter,DE SOTO,299,5,14,6
GA1750001,DEXTER,Community water system,Ground water,Laurens,DEXTER,"1,725",6,10,7
GA2170010,DIAL WATER SYSTEM,Community water system,Ground water,Newton,OXFORD,621,10,8,6
GA2410138,DILLARD,Community water system,Surface water purchased,Rabun,DILLARD,133,2,0,3
GA3050087,DILLON HILL SUBDIVISION,Community water system,Ground water,Wayne,,39,3,1,3
GA1130007,DIX LEE`ON ESTATES,Community water system,Ground water,Fayette,,556,9,7,3
GA1770004,DIXON MOBILE HOME PARK,Community water system,Ground water,Lee,LEESBURG,78,6,2,8
GA1910015,DNR-HOG HAMMOCK COMMUNITY,Community water system,Ground water,McIntosh,SAPELO ISLAND,304,6,24,5
GA0710001,DOERUN,Community water system,Ground water,Colquitt,,978,5,34,6
GA0970002,DOGWOOD BLOSSOM TRAILER PARK,Community water system,Ground water,Douglas,,68,6,47,4
GA0310231,DOGWOOD ESTATES MHP,Community water system,Ground water,Bulloch,,73,3,1,1
GA1070030,DOGWOOD SUBDIVISION,Community water system,Ground water,Emanuel,,50,4,41,5
GA1850100,DOGWOOD VILLAS,Community water system,Ground water,Lowndes,VALDOSTA,57,4,76,6
GA2530000,DONALSONVILLE,Community water system,Ground water,Seminole,DONALSONVILLE,"2,857",6,27,9
GA0930032,DOOLING,Community water system,Ground water,Dooly,DOOLING,136,5,30,7
GA1770060,"DOUBLEGATE NORTH, PHASE VI",Community water system,Ground water,Lee,,75,4,4,3
GA0690002,DOUGLAS,Community water system,Ground water,Coffee,DOUGLAS,"11,255",15,5,6
GA0970000,DOUGLASVILLE-DOUGLAS COUNTY WSA,Community water system,Surface water,Douglas,DOUGLASVILLE,"110,219",10,3,19
GA1270179,DRAKES LANDING SUBDIVISION,Community water system,Ground water,Glynn,,59,6,0,5
GA1270009,DRIFTWOOD MOBILE HOME PARK,Community water system,Ground water,Glynn,BRUNSWICK,239,9,4,4
GA1270010,DRUID OAKS MOBILE HOME PARK,Community water system,Ground water,Glynn,BRUNSWICK,247,4,35,6
GA0310192,DRY BRANCH VILLAGE MOBILE HOME PARK,Community water system,Ground water,Bulloch,,206,5,1,4
GA1750002,DUBLIN,Community water system,Surface water,Laurens,,"17,500",9,9,28
GA1750003,DUDLEY,Community water system,Ground water,Laurens,DUDLEY,"1,770",5,10,6
GA2210063,DUNBAR CROSSING,Community water system,Ground water,Oglethorpe,,34,3,4,4
GA0290096,DUNHAM MARSH,Community water system,Ground water,Bryan,,429,4,5,4
GA0650004,DUPONT WATER SYSTEM,Community water system,Ground water,Clinch,DU PONT,120,4,18,4
GA1790122,DUTCHMAN`S COVE SUBDIVISION,Community water system,Ground water,Liberty,,62,7,18,5
GA1910073,EAGLE NECK SUBDIVISION,Community water system,Ground water,McIntosh,,84,5,25,7
GA1030136,EAGLE POINTE SUBDIVISION,Community water system,Ground water,Effingham,,195,5,30,6
GA0310223,EAGLE VILLAGE MHP,Community water system,Ground water,Bulloch,,205,6,20,5
GA1230045,EAGLES MOUNTAIN CAMPGROUND,Community water system,Surface water purchased,Gilmer,ELLIJAY,"1,820",3,15,9
GA2370051,EAGLES NEST/PARKS MILL LANDING S/D,Community water system,Ground water,Putnam,,305,10,9,7
GA1330050,EAGLES VIEW,Community water system,Ground water,Greene,,239,6,20,5
GA2190057,EAGLEWOOD SUBDIVISION,Community water system,Ground water,Oconee,WATKINSVILLE,52,6,3,4
GA1030147,EAGLE`S LANDING SUBDIVISION WATER SYSTEM,Community water system,Ground water,Effingham,,26,4,8,4
GA0810011,EAST CRISP APARTMENTS,Community water system,Ground water,Crisp,CORDELE,44,4,39,5
GA1750004,EAST DUBLIN,Community water system,Ground water,Laurens,EAST DUBLIN,"4,485",13,10,3
GA0310252,EAST HAMPTON AT MILL CREEK,Community water system,Ground water,Bulloch,,73,5,2,4
GA2890008,EAST OCMULGEE ACRES S/D,Community water system,Ground water,Twiggs,,52,6,27,7
GA0510023,EAST PINES SUBDIVISION,Community water system,Ground water,Chatham,SAVANNAH,348,4,8,5
GA1210003,EAST POINT,Community water system,Surface water,Fulton,EAST POINT,"33,712",6,10,34
GA0910002,EASTMAN,Community water system,Ground water,Dodge,EASTMAN,"8,098",16,14,4
GA2370000,EATONTON PUTNAM WATER & SEWER AUTH,Community water system,Surface water purchased,Putnam,EATONTON,"11,479",5,21,35
GA1010000,ECHOLS COUNTY WATER AUTHORITY,Community water system,Ground water,Echols,STATENVILLE,848,5,28,5
GA1370015,ECLIPSE COMMUNITY,Community water system,Ground water,Habersham,CORNELIA,44,4,34,8
GA1250004,EDGEHILL,Community water system,Ground water,Glascock,GIBSON,28,6,40,5
GA0370001,EDISON,Community water system,Ground water,Calhoun,EDISON,"1,469",6,24,7
GA1030099,EDWARDS MOBILE HOME PARK,Community water system,Ground water,Effingham,,38,3,11,5
GA1030131,EFFINGHAM COUNTY SURFACE WATER SYSTEM,Community water system,Surface water purchased,Effingham,,"9,869",13,7,6
GA1050001,ELBERTON,Community water system,Surface water,Elbert,ELBERTON,"7,800",6,3,22
GA2190045,ELDER HEIGHTS SUBDIVISION,Community water system,Ground water,Oconee,WATKINSVILLE,146,6,15,4
GA0310166,ELDORA FARMS SUBDIVISION,Community water system,Ground water,Bulloch,,302,4,5,5
GA2490000,ELLAVILLE,Community water system,Ground water,Schley,ELLAVILLE,"3,183",8,13,10
GA0710002,ELLENTON,Community water system,Ground water,Colquitt,ELLENTON,359,5,2,3
GA1230000,ELLIJAY-GILMER CO. WATER AUTH.,Community water system,Surface water,Gilmer,,"13,010",12,5,37
GA0390043,ELLIOTT`S BLUFF,Community water system,Ground water,Camden,SAINT MARYS,382,5,7,5
GA1270188,EMANUEL CHURCH/AVONDALE/SILVER BLUFF SUB,Community water system,Ground water,Glynn,,369,6,1,4
GA2210064,EMERALD LANDING,Community water system,Ground water,Oglethorpe,,57,3,6,3
GA1330071,EMERALD SHORES SUBDIVISION,Community water system,Ground water,Greene,,120,5,3,5
GA0150025,EMERSON,Community water system,Ground water,Bartow,EMERSON,"1,394",5,15,5
GA0310187,ENGLISH OAKS MOBILE HOME PARK,Community water system,Ground water,Bulloch,,226,6,6,6
GA0190001,ENIGMA,Community water system,Ground water,Berrien,ENIGMA,910,6,35,4
GA0510098,ENNIS MOBILE HOME PARK,Community water system,Ground water,Chatham,SAVANNAH,33,3,19,6
GA1490006,EPHESUS,Community water system,Surface water purchased,Heard,FRANKLIN,"1,000",9,15,7
GA1270011,EPWORTH ACRES WATER SYSTEM,Community water system,Ground water,Glynn,SAINT SIMONS ISLAND,328,10,5,4
GA0510024,ESTILL HAMMOCK/SPANISH HAMMOCK,Community water system,Ground water,Chatham,SAVANNAH,374,6,8,5
GA0850007,ETOWAH,Community water system,Surface water,Dawson,DAWSONVILLE,"16,357",6,9,33
GA0690018,EVANS TRAILER PARK  #2,Community water system,Ground water,Coffee,DOUGLAS,203,8,51,5
GA1910087,EVERGREEN MOBILE HOME VILLAGE,Community water system,Ground water,McIntosh,,80,4,28,5
GA1790145,FAIR HAVEN ACRES MOBILE HOME PARK,Community water system,Ground water,Liberty,,70,4,26,4
GA1210004,FAIRBURN,Community water system,Surface water purchased,Fulton,FAIRBURN,"14,000",3,9,13
